Code SAP;Code 6 chiffres;Libellé;Libellé Long;Product Brand;Umbrella Brand;Sous-marque;Marque;Pôle;Cluster;Famille;Product Type;Source;Date de lancement;Date d'arrêt;Multi-affectation Usine;Usine 1;Usine 2;Usine 3;Pays Cial 1;Pays Cial 2;Pays Cial 3;Pays Cial 4;Atelier SAP;Sous_Atelier1 ;Transformable;Nature du stickage;Typologie du stickage;Type de copacking;Produit source;Commentaires2;CE 1;Facilité dégagement;Passage par CE;Délai transport Usine=>Base;Prévisionniste;Forecast Type;Unité de Besoin Cial;Incertit Prev;Code Spécifique ;Code canni 1;Code canni 2;Code canni 3;Code switch;Type Promo;Code produit de référence;Type palette;Nbre UV par caisse;Nbre caisses par couche;Nbre caisses par palette;Poids brut palette;Poids net caisse;Forecast Class;Forecast Unit;EAN 13;Nbre pots par UV;EAN canni
121446;121446;ACTM 4 NATURE;ACTIMEL NATURE 100X4;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x4;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_NATURE_4 FDR;N/A;;;;;;>>> Promo Hors Lot;121446;Europe;6;16;256;726;2,4;N/A;N/A;3033491214462;4;
121447;121447;ACTM8 NAT FRAISE;ACTIMEL NAT / FRAISE 100X8;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x8;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_8 FDR;N/A;;;;;;>>> Promo Hors Lot;121447;Europe;3;16;256;701;2,4;N/A;N/A;3033491214479;8;
121448;121448;ACTM8 FRB MYRT;ACTIMEL SAV FRAMB MYRTILLE 100X8;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x8;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_8 FDR;N/A;;;;;;>>> Promo Hors Lot;121448;Europe;3;16;256;701;2,4;N/A;N/A;3033491214486;8;
121449;121449;ACTM8 AGRU COCO;ACTIMEL SAV AGRUME COCO 100X8;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-avr-2018;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x8;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_8 FDR;N/A;;;;;;>>> Promo Hors Lot;121449;Europe;3;16;256;701;2,4;N/A;N/A;3033491214493;8;
121450;121450;ACTM 8 NAT 0%;ACTIMEL NATURE 0% 100X8;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x8;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_0%_8 FDR;N/A;;;;;;>>> Promo Hors Lot;121450;Europe;3;16;256;701;2,4;N/A;N/A;3033491214509;8;
121451;121451;DANET 4 VAN CAR;DANETTE DS VAN CARA 125X4;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;FdR;Deb Réno 201704;Danone France;1-avr-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;BE Lesquin;;;Dessert;4 - DDS;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;121451;Europe;8;8;128;574;4;N/A;N/A;3033491214516;4;
121452;121452;DANET4VANCAR CHOC;DANETTE DS VAN CAR 125X4 P CHOC;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;Lot;;Danone France;1-avr-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;5 - DDS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 LOT;N/A;;121451;;;;>>> Promo Lot;121451;Europe;8;8;128;574;4;N/A;N/A;3033491214523;4;
121453;121453;DANET 4 VAN CHO;DANETTE DS VAN CHOCO 125X4;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;FdR;Deb Réno 201704;Danone France;1-avr-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;4 - DDS;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;121453;Europe;8;8;128;574;4;N/A;N/A;3033491214530;4;
121454;121454;DANET4VANCHO CHOC;DANETTE DS VAN CHO 125X4 P CHOC;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;Lot;;Danone France;1-avr-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;5 - DDS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 LOT;N/A;;121453;;;;>>> Promo Lot;121453;Europe;8;8;128;574;4;N/A;N/A;3033491214547;4;
121458;121458;DANET 4 CHO CAR;DANETTE DS CHO CARA 125X4;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;FdR;Deb Réno 201704;Danone France;1-avr-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;4 - DDS;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;121458;Europe;8;8;128;574;4;N/A;N/A;3033491214585;4;
121459;121459;DANET4CHOCAR CHOC;DANETTE DS CHO CAR 125X4 P CHOC;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;Lot;;Danone France;1-avr-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;5 - DDS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 LOT;N/A;;121458;;;;>>> Promo Lot;121458;Europe;8;8;128;574;4;N/A;N/A;3033491214592;4;
121520;121520;TAF 4 FRAISE;TAILLEFINE FRT FRAISE 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Oui;Villecomtal (FR);& Rotselaar (BE);F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;3033491215209;4;
121521;121521;TAF 4 CERISE;TAILLEFINE FRT CERISE 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Oui;Villecomtal (FR);& Rotselaar (BE);F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;3033491215216;4;
121522;121522;TAF 4 CITRON;TAILLEFINE FRT CITRON 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Oui;Villecomtal (FR);& Rotselaar (BE);F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;3033491215223;4;
121523;121523;TAF 4 FRAMBOISE;TAILLEFINE FRT FRAMBOISE 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Oui;Villecomtal (FR);& Rotselaar (BE);F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;3033491215230;4;
121524;121524;TAF 4 MURE MYRT;TAILLEFINE FRT MUR MYRT 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;3033491215247;4;
121525;121525;TAF 4 PECHE;TAILLEFINE FRT PECHE 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Oui;Villecomtal (FR);& Rotselaar (BE);F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;3033491215254;4;
121526;121526;TAF 8 F ROUG;TAILLEFINE FRT ROUGE 125X8;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;3;9;216;727;3;N/A;N/A;3033491215261;8;
121527;121527;TAF 8 FRT JAUNE;TAILLEFINE FRT JAUNE 125X8;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;3;9;216;727;3;N/A;N/A;3033491215278;8;
121528;121528;TAF PAN 12;TAILLEFINE FRT PANACHE 125X12;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;4;9;108;719;6;N/A;N/A;3033491215285;12;
121529;121529;TAF PAN 16;TAILLEFINE FRT PANACHE 125X16;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;3;9;108;720;6;N/A;N/A;3033491215292;16;
121530;121530;TAF 4 PRUNEAU;TAILLEFINE FRT PRUNEAU 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;711;3;N/A;N/A;3033491215308;4;
121531;121531;TAF 4 ANANAS;TAILLEFINE FRT ANANAS 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;711;3;N/A;N/A;3033491215315;4;
121532;121532;TAF 4 MANGUE;TAILLEFINE FRT MANGUE 125X4;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;FdR;;Danone France;1-juin-2017;1-mai-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;216;711;3;N/A;N/A;3033491215322;4;
121533;121533;TSAT 8 NAT 6PC;TAILLEFINE BRASSE NAT 125X8;TAILLEFINE YOG NATURE;TAILLEFINE;Taf brassé;TAF;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;6;9;108;726;6;N/A;N/A;3033491215339;8;
121534;121534;TAF12+4GT;TAILLEFINE FRTS 125X12+4 GT;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-juin-2017;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121529;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;3;9;108;724;6;N/A;N/A;3033491215346;16;
121535;121535;TAF 8+8 GT;TAILLEFINE FRTS PANA 125X8+8 GT;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121529;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;3;9;108;722;6;N/A;N/A;3033491215353;16;
121536;121536;TAF8 JAUNE EDIT;TAILLEF FR JAUNE 125X8 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121527;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;3;9;216;727;3;N/A;N/A;3033491215360;8;
121537;121537;TAF8 ROUGE EDIT;TAILLEF FR ROUGE 125X8 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-juin-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121526;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;3;9;216;727;3;N/A;N/A;3033491215377;8;
121548;121548;DAN NAT 4 AFH DU;DANONE FERME NAT 125X4 12PC AFH DU;DANONE SET PLAIN;DANONE;CHD scolaire;CHD;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;3 RHD;NON;;;;;;;;Non;N/A;PE;;;N/A;;;;;;>>> Promo Hors Lot;121548;Europe;12;9;108;711;6;N/A;N/A;3033490004521;4;
121562;121562;DANET4 CHO NOI DE;DANET CHOC SAV NOISETTE 125X4 DE;DANETTE CREME DESSERT;DANETTE;Export;EXPORT;Small Format;8;Export;Deb Réno 201704;Danone France;1-mars-2017;1-déc-2099;Non;St Just (FR); ;0;DE;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;574;4;N/A;N/A;4009700036353;4;
121564;121564;DANET 4 NOIRE DE;DANETTE EXTRA NOIR 125GX4 DE;DANETTE CREME DESSERT;DANETTE;Export;EXPORT;Small Format;8;Export;Deb Réno 201704;Danone France;1-mars-2017;1-déc-2099;Non;Bailleul (FR); ;0;DE;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;574;4;N/A;N/A;4009700036377;4;
121600;121600;OIKOS1 0% CAFE IT;OIKOS 0% CAFE 150X1 IT;OIKOS FRUTTA;OIKOS;Export;EXPORT;;;Export;Deb Réno 201704;Danone France;6-févr-2017;1-avr-2018;Non;Ferrières (FR); ;0;IT;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;12;336;477;1,2;N/A;N/A;8001630008499;1;
121612;121612;ACTM12 PEC GEL RO;ACTIMEL MLTF PEC GELROY 100X12;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x12;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_12 FDR;N/A;;;;;;>>> Promo Hors Lot;121612;Europe;4;8;128;703;4,8;N/A;N/A;3033491216121;12;
121613;121613;ACTM12 FRAM FRBOI;ACTIMEL SAV FRAMB FR BOIS 100X12;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x12;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_12 FDR;N/A;;;;;;>>> Promo Hors Lot;121613;Europe;4;8;128;703;4,8;N/A;N/A;3033491216138;12;
121794;121794;DAN4 SENS CHO OS;DANET LIE SENS CHOCO 100X4 CHOC;DANETTE LIEGEOIS;DANETTE;Danette liegeois;DANETTE;Bilayer;8;Lot;;Danone France;13-mars-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;8 - LIEGEOIS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_LIEG_SENS_4 LOT;N/A;;96812;;;;>>> Promo Lot;96812;Europe;8;8;96;363;3,2;N/A;N/A;3033491217944;4;
121795;121795;DAN4 SENS CAR OS;DANET LIE SENS CARA 100X4 CHOC;DANETTE LIEGEOIS;DANETTE;Danette liegeois;DANETTE;Bilayer;8;Lot;;Danone France;13-mars-2017;1-avr-2018;Non;St Just (FR); ;F73;FR;;;;Dessert;8 - LIEGEOIS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_LIEG_SENS_4 LOT;N/A;;96813;;;;>>> Promo Lot;96813;Europe;8;8;96;363;3,2;N/A;N/A;3033491217951;4;
121796;121796;DAN4 SENS VAN OS;DANET LIE SENS VAN 100X4 CHOC;DANETTE LIEGEOIS;DANETTE;Danette liegeois;DANETTE;Bilayer;8;Lot;;Danone France;13-mars-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;8 - LIEGEOIS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_LIEG_SENS_4 LOT;N/A;;96818;;;;>>> Promo Lot;96818;Europe;8;8;96;363;3,2;N/A;N/A;3033491217968;4;
121797;121797;DAN4 SENS PIS OS;DANET LIE SENS PISTA 100X4 CHOC;DANETTE LIEGEOIS;DANETTE;Danette liegeois;DANETTE;Bilayer;8;Lot;;Danone France;13-mars-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;8 - LIEGEOIS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_LIEG_SENS_4 LOT;N/A;;102728;;;;>>> Promo Lot;102728;Europe;8;8;96;363;3,2;N/A;N/A;3033491217975;4;
121798;121798;DANET 6+2 VANILLE;DANETTE VANILLE 125X6 PLUS 2GT;DANETTE CREME DESSERT;DANETTE;Danette GF;DANETTE;D09;8;Lot;;Danone France;13-mars-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;1 - GF;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_8 LOT;N/A;;90629;;;;>>> Promo Lot;90629;Europe;4;8;128;584;4;N/A;N/A;3033491217982;8;
121799;121799;DANET 6+2 CHOCO;DANETTE CHOCOLAT 125X6 PLUS 2GT;DANETTE CREME DESSERT;DANETTE;Danette GF;DANETTE;D09;8;Lot;;Danone France;13-mars-2017;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;1 - GF;OUI;Copacking d'ajustement;;;90636;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_8 LOT;N/A;;90636;;;;>>> Promo Lot;90636;Europe;4;8;128;584;4;N/A;N/A;3033491217999;8;
121894;121894;ACTM6 NAT0% EDIT;ACTIMEL NAT 0% 100X6 EDIT LIM;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;Lot;;Import;2-mai-2017;1-avr-2018;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x6 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_0%_6 LOT;N/A;;121450;;;;>>> Promo Lot;121450;Europe;4;16;256;711;2,4;N/A;N/A;3033491218941;6;
122048;122048;DAN BRA 8 NAT OD;VELOUTE NATURE 125X8 OD;VELOUTE NATURE;VELOUTE;Vel nature;VELOUTE;;6;Lot;;Danone France;1-oct-2017;1-déc-2099;Non;ST Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;OUI;Stickage d'ajustement;;;120176;;;;Non;N/A;PE;;>>VELOUTE_NATURE_8 OD;N/A;;120176;120173;;;>>> Promo Lot;120176;Europe;6;9;108;726;6;N/A;N/A;3033490004613;8;
122050;122050;DAN BRAS 8 ROU OD;VELOUTE FRUIX ROUGES 125X8 OD;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;Lot;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;OUI;Stickage d'ajustement;;;120171;;;;Non;N/A;PE;;>>VELOUTE_FRUITS_8 OD;N/A;;120171;120169;;;>>> Promo Lot;120171;Europe;3;9;216;725;3;N/A;N/A;3033490004705;8;
122061;122061;DAN BRAS 8 JAU OD;VELOUTE FRUIX JAUNES 125X8 OD;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;Lot;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;OUI;Stickage d'ajustement;;;120169;;;;Non;N/A;PE;;>>VELOUTE_FRUITS_8 OD;N/A;;120169;120171;;;>>> Promo Lot;120169;Europe;3;9;216;725;3;N/A;N/A;3033490004712;8;
122075;122075;VITA NAT 2X1L;VITA C NATURE 2X1L (6UVC) 901168;TIERS VITA COCO;TIERS;VitaCoco;TIERS;;;Tiers;;#N/A;1-juin-2017;1-déc-2099;Non;Vita Coco (FR); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;>>VITACOCO;N/A;;;;;;>>> Promo Hors Lot;122075;Europe;6;10;60;817;12;N/A;N/A;5060232810322;2;
122076;122076;VITA NAT 1L (12UVC);VITA C NATURE 1L (12UVC) 901190;TIERS VITA COCO;TIERS;VitaCoco;TIERS;;;Tiers;;#N/A;1-juin-2017;1-déc-2099;Non;Vita Coco (FR); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;>>VITACOCO;N/A;;;;;;>>> Promo Hors Lot;122076;Europe;12;10;60;817;12;N/A;N/A;898999000503;1;
122079;122079;VITA NAT 330X4;VITA C NATURE 330MLX4 (6UVC) 901217;TIERS VITA COCO;TIERS;VitaCoco;TIERS;;;Tiers;;#N/A;1-juin-2017;1-déc-2099;Non;Vita Coco (FR); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;>>VITACOCO;N/A;;;;;;>>> Promo Hors Lot;122079;Europe;6;8;64;572;7,92;N/A;N/A;898999000664;4;
122177;122177;2V 115X4 MYRT;LES 2 VACHES MYRTILLES 115X4;L2V YOGURT FOB;LES 2 VACHES;Stony Field Yoghourt;STONY FIELD;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Le Molay (FR); ;F73;FR;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>L2V_FRUITS_X4 FDR;N/A;;;;;85522;>>> Promo Hors Lot;122177;Europe;4;8;224;473;1,84;N/A;N/A;3661344221772;4;
122179;122179;2V 115 X 4 FRAMB;LES 2 VACHES FRAMBOISE 115X4;L2V YOGURT FOB;LES 2 VACHES;Stony Field Yoghourt;STONY FIELD;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Le Molay (FR); ;F73;FR;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>L2V_FRUITS_X4 FDR;N/A;;;;;107163;>>> Promo Hors Lot;122179;Europe;4;8;224;473;1,84;N/A;N/A;3661344221796;4;
122181;122181;2V 115X4 CITRON;LES 2 VACHES CITRON 115X4;L2V YOGURT FOB;LES 2 VACHES;Stony Field Yoghourt;STONY FIELD;;;FdR;;Danone France;1-juin-2017;1-déc-2099;Non;Le Molay (FR); ;F73;FR;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>L2V_FRUITS_X4 FDR;N/A;;;;;29918;>>> Promo Hors Lot;122181;Europe;4;8;224;473;1,84;N/A;N/A;3661344221819;4;
122212;122212;VITA NAT 500X1;VITA C NATURE 500MLX1 901205;TIERS VITA COCO;TIERS;VitaCoco;TIERS;;;Tiers;;#N/A;1-juin-2017;1-déc-2099;Non;Vita Coco (FR); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;>>VITACOCO;N/A;;;;;;>>> Promo Hors Lot;122212;Europe;12;14;84;596;6;N/A;N/A;898999010007;1;
122213;122213;VITA NAT 330X1;VITA C NATURE 330MLX1 901187;TIERS VITA COCO;TIERS;VitaCoco;TIERS;;;Tiers;;#N/A;1-juin-2017;1-déc-2099;Non;Vita Coco (FR); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;>>VITACOCO;N/A;;;;;;>>> Promo Hors Lot;122213;Europe;12;19;152;709;3,96;N/A;N/A;898999000022;1;
122279;122279;TAF 12 PAN JAU;TAILLEF JAUNES 125X12 EDIT LIM;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-juin-2017;1-janv-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;4;9;108;719;6;N/A;N/A;3033491222795;12;
122280;122280;TAF 12 PAN ROU;TAILLEF ROUGES 125X12 EDIT LIM;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-juin-2017;1-janv-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;NON;;;;;;;;Non;N/A;Nicolas;;;N/A;;;;;;;Erreur;Europe;4;9;108;719;6;N/A;N/A;3033491222801;12;
122329;122329;DANON2 POTVER AGR;POT VERRE AGRUMES x2 FR - AFH;DANONE ORIGINES;DANONE;CHD restauration;CHD;;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Aldaya (ES); ;Glass cup;FR;BE;;;IMPORT;Pots verre;NON;;;;;;;N/A;Non;N/A;PE;N/A;;N/A;;;;;;>>> Promo Hors Lot;122329;Europe;6;18;324;932;1,62;N/A;N/A;3033491223297;2;
